date,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,stochrsi_K,stochrsi_D,signal
2024-08-09 04:09:00,60773.41,60826.18,60773.41,60815.39,0.15321,38.43940797223178,-45.21131363400491,-36.938220422955794,-8.273093211049115,43.17142380745778,36.65371316903415,0.0
2024-08-09 04:10:00,60831.86,60833.6,60702.39,60725.27,0.63116,31.06727996999851,-51.19935354156041,-39.79044704667672,-11.408906494883697,42.91402577757616,40.06329729782974,Close Trade
2024-08-09 04:11:00,60730.96,60741.46,60715.83,60741.46,0.00764,33.53348639725152,-54.015859411672864,-42.63552951967595,-11.380329891996915,36.1068527169486,40.73076743399418,0.0
2024-08-09 04:12:00,60732.09,60732.09,60674.73,60674.73,0.01176,28.93800003327874,-60.930149088693724,-46.294453433479504,-14.63569565521422,20.568590170013383,33.196489554846046,0.0
2024-08-09 04:13:00,60709.45,60709.45,60709.45,60709.45,0.00198,34.00560876218765,-62.88328032751451,-49.61221881228651,-13.271061515228006,25.226617349858188,27.300686745606725,Open Trade
2024-08-09 04:14:00,60678.12,60721.67,60678.12,60721.67,0.03173,35.74247283062802,-62.72207796103612,-52.23419064203643,-10.48788731899969,31.10884150187314,25.63468300724824,0.0
2024-08-09 04:15:00,60715.45,60771.75,60715.45,60768.41,0.05325,42.02718481434066,-58.15245128688548,-53.41784277100624,-4.734608515879238,61.13948833509468,39.15831572894201,0.0
2024-08-09 04:16:00,60742.31,60742.31,60678.74,60734.34,0.02833,39.03054788288945,-56.627388208427874,-54.05975185849057,-2.5676363499373025,76.55317614723914,56.26716866140233,0.0
2024-08-09 04:17:00,60733.64,60807.46,60733.64,60805.84,0.5488,47.49205025089732,-49.08350815312588,-53.06450311741764,3.98099496429176,93.41653922419248,77.03640123550876,0.0
2024-08-09 04:18:00,60797.52,60858.18,60797.52,60852.62,0.34145,52.16920408836063,-38.8819667063508,-50.22799583520427,11.346029128853472,93.41653922419248,87.79541819854137,0.0
2024-08-09 04:19:00,60854.02,60895.63,60845.79,60879.44,0.04706,54.66262830238833,-28.306719513500862,-45.8437405708636,17.53702105736273,100.0,95.61102614946168,0.0
